Breed,Type_of_disorder,Disease,Predisposition_to_disease,Size,Group_UK,Group_AKC,Alternative_breed_names
german short-haired pointer,none,malabsorption syndrome,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,nasal pyoderma,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited eye disorders,optic nerve hypoplasia,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,osteochondritis dissecans,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,osteosarcoma,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,otitis externa,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited gastrointestinal disorders,pancreatic insufficiency,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited eye disorders,pannus,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited cardiovascular disorders,patent ductus arteriosus,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited skin disorders,pemphigus erythematosus,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited skin disorders,perianal fistulas,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited cardiovascular disorders,persistent right aortic arch,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,inherited endocrine disorders,pituitary dwarfism,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german short-haired pointer,none,renal cortical hypoplasia,none,large,gundog,sporting,"german shorthaired pointer, deutscher kurzhaariger vorstehhund, deutsch kurzhaar, kurzhaar, gsp, pointer (english pointer), german shorthaired pointer"
german wire-haired pointer,inherited eye disorders,cataract,may be inherited,large,gundog,sporting,"german wirehaired pointer, deutsch drahthaar, deutscher drahthaariger vorstehhund, drahthaar, german wirehaired pointer, pointer (english pointer)"
german wire-haired pointer,inherited eye disorders,entropion,have an increased incidence,large,gundog,sporting,"german wirehaired pointer, deutsch drahthaar, deutscher drahthaariger vorstehhund, drahthaar, german wirehaired pointer, pointer (english pointer)"
german wire-haired pointer,inherited musculoskeletal disorders,hip dysplasia,most important,large,gundog,sporting,"german wirehaired pointer, deutsch drahthaar, deutscher drahthaariger vorstehhund, drahthaar, german wirehaired pointer, pointer (english pointer)"
german wire-haired pointer,inherited blood disorders,von willebrand's disease,may be inherited,large,gundog,sporting,"german wirehaired pointer, deutsch drahthaar, deutscher drahthaariger vorstehhund, drahthaar, german wirehaired pointer, pointer (english pointer)"
griffon fauve de bretagne(fawn brittany griffon),none,none,none,medium,gundog,sporting,"griffon fauve de bretagne, fawn brittany griffon, brittany"
hamiltonstovare(hamilton hound),none,anesthetic idiosyncracy,none,large,hound,foundation stock service,"hamiltonstovare, hamilton hound, swedish foxhound, hamilton"
hamiltonstovare(hamilton hound),inherited eye disorders,cataract,none,large,hound,foundation stock service,"hamiltonstovare, hamilton hound, swedish foxhound, hamilton"
hamiltonstovare(hamilton hound),inherited eye disorders,corneal dystrophy,none,large,hound,foundation stock service,"hamiltonstovare, hamilton hound, swedish foxhound, hamilton"
hamiltonstovare(hamilton hound),inherited skin disorders,cutaneous asthenia,none,large,hound,foundation stock service,"hamiltonstovare, hamilton hound, swedish foxhound, hamilton"
hamiltonstovare(hamilton hound),none,distichiasis,none,large,hound,foundation stock service,"hamiltonstovare, hamilton hound, swedish foxhound, hamilton"
hamiltonstovare(hamilton hound),none,dystocia,none,large,hound,foundation stock service,"hamiltonstovare, hamilton hound, swedish foxhound, hamilton"
hamiltonstovare(hamilton hound),none,ehlers danlos syndrome,none,large,hound,foundation stock service,"hamiltonstovare, hamilton hound, swedish foxhound, hamilton"
hamiltonstovare(hamilton hound),inherited nervous system disorders,epilepsy,none,large,hound,foundation stock service,"hamiltonstovare, hamilton hound, swedish foxhound, hamilton"
hamiltonstovare(hamilton hound),none,esophageal achalasia,none,large,hound,foundation stock service,"hamiltonstovare, hamilton hound, swedish foxhound, hamilton"
hamiltonstovare(hamilton hound),inherited blood disorders,hemophilia a,none,large,hound,foundation stock service,"hamiltonstovare, hamilton hound, swedish foxhound, hamilton"
hamiltonstovare(hamilton hound),none,hygroma,none,large,hound,foundation stock service,"hamiltonstovare, hamilton hound, swedish foxhound, hamilton"
hamiltonstovare(hamilton hound),inherited endocrine disorders,hypothyroidism,none,large,hound,foundation stock service,"hamiltonstovare, hamilton hound, swedish foxhound, hamilton"
hamiltonstovare(hamilton hound),inherited eye disorders,lens luxation,none,large,hound,foundation stock service,"hamiltonstovare, hamilton hound, swedish foxhound, hamilton"
hamiltonstovare(hamilton hound),inherited eye disorders,optic nerve hypoplasia,none,large,hound,foundation stock service,"hamiltonstovare, hamilton hound, swedish foxhound, hamilton"
hamiltonstovare(hamilton hound),none,osteochondritis dissecans,none,large,hound,foundation stock service,"hamiltonstovare, hamilton hound, swedish foxhound, hamilton"
hamiltonstovare(hamilton hound),none,osteochondrosis,none,large,hound,foundation stock service,"hamiltonstovare, hamilton hound, swedish foxhound, hamilton"
hamiltonstovare(hamilton hound),inherited eye disorders,pannus,none,large,hound,foundation stock service,"hamiltonstovare, hamilton hound, swedish foxhound, hamilton"
hamiltonstovare(hamilton hound),inherited eye disorders,persistent pupillary membrane,none,large,hound,foundation stock service,"hamiltonstovare, hamilton hound, swedish foxhound, hamilton"
hamiltonstovare(hamilton hound),inherited eye disorders,progressive retinal atrophy (rod-cone dysplasia),none,large,hound,foundation stock service,"hamiltonstovare, hamilton hound, swedish foxhound, hamilton"
hamiltonstovare(hamilton hound),none,short spine,none,large,hound,foundation stock service,"hamiltonstovare, hamilton hound, swedish foxhound, hamilton"
hamiltonstovare(hamilton hound),none,vasculitis,none,large,hound,foundation stock service,"hamiltonstovare, hamilton hound, swedish foxhound, hamilton"
hamiltonstovare(hamilton hound),inherited blood disorders,von willebrand's disease,none,large,hound,foundation stock service,"hamiltonstovare, hamilton hound, swedish foxhound, hamilton"
hungarian greyhound (magyar agar),none,none,none,large,hound,hound,"hungarian greyhound (magyar agar), hungarian greyhound, hungarian agar, greyhound"
hungarian komondor,inherited musculoskeletal disorders,elbow dysplasia,may be inherited,large,pastoral,working,"komondor, hungarian komondor, hungarian sheepdog, mop dog, komondor"
hungarian komondor,inherited musculoskeletal disorders,hip dysplasia,most important,large,pastoral,working,"komondor, hungarian komondor, hungarian sheepdog, mop dog, komondor"
hungarian komondor,inherited gastrointestinal disorders,gastric dilatation-volvulus,may be inherited,large,pastoral,working,"komondor, hungarian komondor, hungarian sheepdog, mop dog, komondor"
hungarian short-haired pointer (vizsla),none,none,none,large,gundog,sporting,"hungarian short-haired pointer (vizsla), pointer (english pointer), vizsla"
irish glen of imaal terrier,inherited eye disorders,cataract,none,small,terrier,terrier,"glen of imaal terrier, irish glen of imaal terrier, wicklow terrier, glen, glennie, irish terrier"
irish glen of imaal terrier,inherited musculoskeletal disorders,eosinophilic panosteitis,none,small,terrier,terrier,"glen of imaal terrier, irish glen of imaal terrier, wicklow terrier, glen, glennie, irish terrier"
irish glen of imaal terrier,inherited eye disorders,glaucoma,none,small,terrier,terrier,"glen of imaal terrier, irish glen of imaal terrier, wicklow terrier, glen, glennie, irish terrier"
irish glen of imaal terrier,inherited blood disorders,hemolytic anemia,none,small,terrier,terrier,"glen of imaal terrier, irish glen of imaal terrier, wicklow terrier, glen, glennie, irish terrier"
irish glen of imaal terrier,inherited musculoskeletal disorders,hip dysplasia,none,small,terrier,terrier,"glen of imaal terrier, irish glen of imaal terrier, wicklow terrier, glen, glennie, irish terrier"
irish glen of imaal terrier,none,hypertrophic osteodystrophy,none,small,terrier,terrier,"glen of imaal terrier, irish glen of imaal terrier, wicklow terrier, glen, glennie, irish terrier"
irish glen of imaal terrier,inherited endocrine disorders,hypothyroidism,none,small,terrier,terrier,"glen of imaal terrier, irish glen of imaal terrier, wicklow terrier, glen, glennie, irish terrier"
irish glen of imaal terrier,none,lymphocytic thyroiditis,none,small,terrier,terrier,"glen of imaal terrier, irish glen of imaal terrier, wicklow terrier, glen, glennie, irish terrier"
irish glen of imaal terrier,none,osteochondritis dissecans,none,small,terrier,terrier,"glen of imaal terrier, irish glen of imaal terrier, wicklow terrier, glen, glennie, irish terrier"
irish glen of imaal terrier,none,osteochondrosis,none,small,terrier,terrier,"glen of imaal terrier, irish glen of imaal terrier, wicklow terrier, glen, glennie, irish terrier"
